country,source,author,title,description,url,urlToImage,publishedAt,content,date,sentiment,domain,is_green
au,"{'id': None, 'name': 'The Guardian'}",Suzanne Wrack,Australia stun 10-man Argentina at Olympics with goals from Wales and Tilio - The Guardian,"Australia have seized top spot in Group C with a 2-0 victory over Argentina, who had Francisco Ortega sent off before half-time",https://amp.theguardian.com/football/2021/jul/22/australia-argentina-olympics-match-report,,2021-07-22T14:12:00Z,"AustraliaAustralia have seized top spot in Group C with a 2-0 victory over Argentina, who had Francisco Ortega sent off before half-time
A first-half goal from Lachlan Wales and a second in the 80th… [+3750 chars]",2021-07-22 14:58:52.519894,0.4993,amp.theguardian.com,0
au,"{'id': None, 'name': 'Daily Mail'}",Demeter Stamell,The Bachelor's Belinda Robinson delivers a parting shot to Jimmy Nicholson after being eliminated - Daily Mail,"Two more women were eliminated from The Bachelor during Thursday's episode, with Jimmy Nicholson sending Belinda Robinson and Jacinta Boys home.",https://www.dailymail.co.uk/tvshowbiz/article-9814129/The-Bachelors-Belinda-Robinson-delivers-parting-shot-Jimmy-Nicholson-eliminated.html,https://i.dailymail.co.uk/1s/2021/07/22/13/45760245-0-image-a-14_1626955652854.jpg,2021-07-22T12:22:26Z,"Two more women were eliminated from The Bachelor during Thursday's episode, with Jimmy Nicholson sending Belinda Robinson and Jacinta Boys home.
Host Osher Günsberg delivered the crushing news to th… [+2301 chars]",2021-07-22 14:58:52.519894,-0.4649273455142975,www.dailymail.co.uk,0
au,"{'id': None, 'name': 'Medical Xpress'}",Andrew McLachlan,"A major ivermectin study has been withdrawn, so what now for the controversial drug? - Medical Xpress","Ivermectin, an existing drug against parasites including head lice, has had a checkered history when it comes to treating COVID-19.",https://medicalxpress.com/news/2021-07-major-ivermectin-withdrawn-controversial-drug.html,https://scx2.b-cdn.net/gfx/news/hires/2021/a-major-ivermectin-stu.jpg,2021-07-22T11:30:01Z,"Ivermectin, an existing drug against parasites including head lice, has had a checkered history when it comes to treating COVID-19.
The bulk of studies so far show there's not enough evidence iverme… [+4919 chars]",2021-07-22 14:58:52.519894,-0.3331351677576701,medicalxpress.com,0
au,"{'id': 'news-com-au', 'name': 'News.com.au'}",James Weir,James Weir recaps The Bachelor Australia 2021 episode 2 - NEWS.com.au,James Weir recaps The Bachelor Australia 2021 episode 2,https://www.news.com.au/entertainment/tv/reality-tv/the-bachelor/james-weir-recaps-the-bachelor-australia-2021-episode-2/news-story/56896fff3add40010ae06badbf3d65b6,https://cdn.newsapi.com.au/image/v1/5d601f4d55db78932a25ff4145767806?width=1280,2021-07-22T11:23:33Z,The heart of The Bachelors Jimmy is now out of reach for one contestant who boldly grasped at something else entirely on Thursday night.It’s only the second episode and we already have a crotch grope… [+3199 chars],2021-07-22 14:58:52.519894,0.0,www.news.com.au,0
au,"{'id': 'abc-news-au', 'name': 'ABC News (AU)'}",ABC News,China rescues tens of thousands from Henan province as heavy rains continue - ABC News,Tens of thousands of people are moved from flood-hit regions of central China as officials raise the death toll from heavy rains in Henan province to 33 people.,https://www.abc.net.au/news/2021-07-22/china-evacuates-tens-of-thousands-as-storms-spread-north-henan/100316136,https://live-production.wcms.abc-cdn.net.au/385ddf6e2b9ed50d0310468689d2190e?impolicy=wcms_crop_resize&cropH=2813&cropW=5000&xPos=0&yPos=379&width=862&height=485,2021-07-22T09:58:22Z,Tens of thousands of people were being moved from flood-hit regions of central China as officials raised the death toll from heavy rains that have deluged Henan province for almost a week to 33 peopl… [+3295 chars],2021-07-22 14:58:52.519894,0.8217,www.abc.net.au,0
au,"{'id': None, 'name': 'Innovationaus.com'}",,Nation-building moonshots and why they matter - https://www.innovationaus.com/,"It is 52 years since the first person walked on the moon. The day that Buzz Aldrin, Neil Armstrong and Michael Collins landed on the moon was one of the most significant milestones in human history. It created a reference point for past and future ambition. I…",https://www.innovationaus.com/nation-building-moonshots-and-why-they-matter/,https://www.innovationaus.com/wp-content/uploads/2021/07/Georgie-Skipper-800x600-1.jpg,2021-07-22T09:41:06Z,"It is 52 years since the first person walked on the moon. The day that Buzz Aldrin, Neil Armstrong and Michael Collins landed on the moon was one of the most significant milestones in human history.… [+5136 chars]",2021-07-22 14:58:52.519894,0.5971,www.innovationaus.com,1
au,"{'id': None, 'name': ""Tom's Guide""}",Kris Holt,How to turn on Alexa's male voice - Tom's Guide,Here's how to turn on Alexa's male voice. You can also select Ziggy as your new wake word,https://www.tomsguide.com/news/alexa-just-got-a-male-voice-heres-how-to-turn-it-on,https://cdn.mos.cms.futurecdn.net/RhpWGWNkrXrQMkXpkqBFN6-1200-80.jpg,2021-07-22T09:00:23Z,"Amazon Alexa now has a masculine voice to go with the premium celebrity options and the default feminine-sounding assistant. There's a new wake word option as well: Ziggy. 
Alexa debuted in 2013 alo… [+1699 chars]",2021-07-22 14:58:52.519894,0.26047740434010824,www.tomsguide.com,1
au,"{'id': 'abc-news-au', 'name': 'ABC News (AU)'}",Isabel Dayman,South Australian COVID-19 lockdown causing fear and financial hardship in Adelaide's northern suburbs - ABC News,"Residents of Adelaide's northern suburbs are ""very fearful"" of the nearby COVID-19 outbreak, while one of South Australia's leading social service organisations says financial stress in the area is also on the rise.",https://www.abc.net.au/news/2021-07-22/covid-lockdown-affecting-vulnerable-adelaide-northern-suburbs/100314684,https://live-production.wcms.abc-cdn.net.au/cf7452dd67d657ce4babf997f92b3fce?impolicy=wcms_crop_resize&cropH=514&cropW=914&xPos=45&yPos=0&width=862&height=485,2021-07-22T08:56:16Z,"Cathy-Jo Tame is spending lockdown with her daughter Meisha, and some of the nine-year-old's disability support workers.
Key points:
<ul><li>The latest South Australian COVID outbreak started in Ad… [+5017 chars]",2021-07-22 14:58:52.519894,-0.4019850492477417,www.abc.net.au,0
au,"{'id': None, 'name': 'The Sydney Morning Herald'}",Linda Morris,Museum of Contemporary Art names Suzanne Cotter as new director - Sydney Morning Herald,The Australian expatriate will become the MCA’s first new director in two decades when she replaces the departing Liz Ann Macgregor next year.,https://www.smh.com.au/culture/art-and-design/museum-of-contemporary-art-names-suzanne-cotter-as-new-director-20210722-p58c54.html,https://static.ffx.io/images/$zoom_0.5378364652107668%2C$multiply_0.7554%2C$ratio_1.776846%2C$width_1059%2C$x_0%2C$y_469/t_crop_custom/q_86%2Cf_auto/t_smh_no_label_no_age_social_wm/44b0d6b54d6cbb1bc17bdab11e1c918cd0242d7e,2021-07-22T08:54:13Z,"Lorraine Tarabay, chair of the MCA, said: From our perspective Suzanne was the stand out candidate in term of depth and breadth of her experience, her international networks and experience in dealing… [+1155 chars]",2021-07-22 14:58:52.519894,0.9988,www.smh.com.au,0
au,"{'id': 'news-com-au', 'name': 'News.com.au'}",Anton Nilsson,Prime Minister Scott Morrison grilled over coronavirus vaccine program on Triple J’s Hack - NEWS.com.au,Prime Minister Scott Morrison grilled over coronavirus vaccine program on Triple J’s Hack,https://www.news.com.au/national/politics/prime-minister-scott-morrison-grilled-over-coronavirus-vaccine-program-on-triple-js-hack/news-story/10b89b1a6d04dfd4877a6ee7e9e92e71,https://cdn.newsapi.com.au/image/v1/63345f538035435745920a443b973cbf?width=1280,2021-07-22T08:45:20Z,The Prime Minister has admitted hes not happy with the state of the coronavirus vaccination program during a tough grilling on the radio program Triple J Hack. The admission came during a tense excha… [+2087 chars],2021-07-22 14:58:52.519894,0.0,www.news.com.au,0
au,"{'id': None, 'name': 'The Sydney Morning Herald'}",Colin Kruger,"Greensill traded while insolvent, liquidators say - Sydney Morning Herald","Finance house Greensill Capital’s Australian arm traded while insolvent, according to a report by the company’s liquidators. It means directors, including company founder Lex Greensill, may be liable for debts incurred during this time.",https://www.smh.com.au/business/banking-and-finance/greensill-traded-while-insolvent-say-liquidators-20210722-p58c4n.html,https://static.ffx.io/images/$zoom_0.2627%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_79/t_crop_custom/q_86%2Cf_auto/t_smh_no_label_no_age_social_wm/ec059b10604d5e49b3a274c914e25dfa3671981a,2021-07-22T08:33:14Z,"Finance house Greensill Capitals Australian arm traded while insolvent, according to a report by the companys liquidators. It means directors, including company founder Lex Greensill, may be liable f… [+2306 chars]",2021-07-22 14:58:52.519894,-0.3282655676205953,www.smh.com.au,0
au,"{'id': None, 'name': 'The Sydney Morning Herald'}","Adrian Proszenko, Adam Pengilly","‘Selfish and cowardly’: Kangaroos, Kiwis boycott World Cup over safety concerns - Sydney Morning Herald",Tournament organisers were fuming after claiming they were only given about 10 minutes notice of the announcement.,https://www.smh.com.au/sport/nrl/kangaroos-kiwis-boycott-world-cup-over-safety-concerns-20210722-p58c4s.html,https://static.ffx.io/images/$zoom_0.4227%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_0/t_crop_custom/q_86%2Cf_auto/t_smh_no_label_no_age_social_wm/c42a838306193472d2b749965b5d4e06463c0973,2021-07-22T07:04:55Z,"Protecting them is our absolute priority.
In the current environment, the risks to the safety, health and wellbeing of the players and officials travelling from Australia to participate in the tourn… [+3507 chars]",2021-07-22 14:58:52.519894,-0.9967126846313477,www.smh.com.au,0
au,"{'id': None, 'name': 'Sky News Australia'}",Tyrone Clarke,TGA confirms two deaths linked to AstraZeneca vaccine - Sky News Australia,The Therapeutic Goods Association has confirmed two additional deaths linked to the AstraZeneca vaccine after they contracted a rare blood clotting disorder.,https://www.skynews.com.au/australia-news/coronavirus/two-new-deaths-linked-to-astrazeneca-recorded-in-44yo-tasmanian-and-48yo-victorian/news-story/af5328b8b295ee1875c400060fbf83cd,https://content.api.news/v3/images/bin/92bbe86b2b0b05e5f9205b8096d3d652,2021-07-22T06:11:15Z,"A Tasmanian man and a Victorian woman in their 40s have died following the AstraZeneca vaccine, according to the Therapeutic Goods Association.The Therapeutic Goods Association has confirmed two addi… [+2321 chars]",2021-07-22 14:58:52.519894,-0.4920028746128082,www.skynews.com.au,0
au,"{'id': None, 'name': 'Yasstribune.com.au'}",Callum Godde,AZ blood clot death confirmed as Vic woman - Yass Tribune,A Victorian woman under the recommended age to get the AstraZeneca coronavirus vaccine has died from its extremely rare blood clotting condition. The Therapeu...,https://www.yasstribune.com.au/story/7352423/az-blood-clot-death-confirmed-as-vic-woman/,https://www.yasstribune.com.au/images/transform/v1/crop/frm/silverstone-feed-data/e2284713-e629-49d8-9cea-b1b9b77ec010.jpg/r0_74_800_526_w1200_h678_fmax.jpg,2021-07-22T05:54:00Z,"A Victorian woman under the recommended age to get the AstraZeneca coronavirus vaccine has died from its extremely rare blood clotting condition.
The Therapeutic Goods Administration says it was not… [+2863 chars]",2021-07-22 14:58:52.519894,-0.6653900742530823,www.yasstribune.com.au,0
au,"{'id': None, 'name': 'The Sydney Morning Herald'}",Jordan Baker,‘No consideration from either side’: The parents wedged between work and school - Sydney Morning Herald,Working parents of primary school children say they feel like they’re inside the famous Star Wars garbage compactor scene as the demands of remote learning close in on one side and the unrelenting demands of work close in on the other.,https://www.smh.com.au/national/nsw/no-consideration-from-either-side-the-parents-wedged-between-work-and-school-20210721-p58bnc.html,https://static.ffx.io/images/$width_800%2C$height_450/t_crop_auto/q_86%2Cf_auto/t_smh_no_label_no_age_social_wm/57c04a745c72721fccdaf68a1b763aedeb328c9d,2021-07-22T05:30:00Z,"Sarah* lives in an apartment with her husband and two young children. They work together in the same room, if you can call it that. Her job is flexible enough for her to do the tasks that require foc… [+2998 chars]",2021-07-22 14:58:52.519894,-0.49925142526626587,www.smh.com.au,0
au,"{'id': None, 'name': 'The Canberra Times'}",Alex Crowe,"Queensland border closed to NSW, residents of ACT allowed - The Canberra Times",Deputy Premier Steven Miles said travel between the two states will be banned from Friday at 1am.,https://www.canberratimes.com.au/story/7352061/queensland-border-closed-to-nsw-residents-of-act-allowed/,https://www.canberratimes.com.au/images/transform/v1/crop/frm/fin3bsvV4zEfEw92kZxvs/8d1076ef-da5e-4b46-b92b-0ced37ee2fcc.jpg/r1_47_3544_2049_w1200_h678_fmax.jpg,2021-07-22T05:08:00Z,,2021-07-22 14:58:52.519894,-0.3709319233894348,www.canberratimes.com.au,0
au,"{'id': None, 'name': 'Daily Mail'}",Sam McPhee,Gladys Berejikilian hints what the magic number will be for the lockdown to be lifted Sydney Covid - Daily Mail,Gladys Berejiklian has hinted at the magic number needed to lift Sydney from its lockdown as she says a July 30 review will be conducted to assess the situation.,https://www.dailymail.co.uk/news/article-9812651/Gladys-Berejikilian-hints-magic-number-lockdown-lifted-Sydney-Covid.html,https://i.dailymail.co.uk/1s/2021/07/22/03/45744049-0-image-a-36_1626922202656.jpg,2021-07-22T03:45:11Z,"The New South Wales Premier announced 124 new cases on Thursday morning, with a worrying 48 infectious in the community and 57 have still yet to be linked to known clusters
Gladys Berejiklian has hi… [+7400 chars]",2021-07-22 14:58:52.519894,0.9956,www.dailymail.co.uk,0
au,"{'id': None, 'name': 'The Sydney Morning Herald'}",Eryk Bagshaw,Tokyo Olympics opening and closing ceremony director sacked - Sydney Morning Herald,Kentaro Kobayashi is the latest senior figure to resign or be dismissed by the Tokyo Olympic Organising Committee.,https://www.smh.com.au/sport/tokyo-olympics-opening-and-closing-ceremony-director-sacked-20210722-p58c15.html,https://static.ffx.io/images/$zoom_0.3796%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_309/t_crop_custom/q_86%2Cf_auto/t_smh_no_label_no_age_social_wm/588961c1423eccaea0996e466614f1abd999a3cf,2021-07-22T03:43:06Z,"Any person, no matter how creative, does not have the right to mock the victims of the Nazi genocide, the US-based centre said on Thursday.
Kobayashi, 48, was appointed in March after the previous c… [+1994 chars]",2021-07-22 14:58:52.519894,-0.492775559425354,www.smh.com.au,0
au,"{'id': None, 'name': '7NEWS.com.au'}",Alex Chapman,Therapeutic Goods Administration reports two more fatalities likely linked to AstraZeneca vaccine - 7NEWS.com.au,The two fatalities were under 50 and died following their first dose of the AstraZeneca vaccine.,https://7news.com.au/lifestyle/vaccines/therapeutic-goods-administration-reports-two-more-fatalities-likely-linked-to-astrazeneca-vaccine-c-3474836,https://images.7news.com.au/publication/C-3474836/db30a70dffaad18c0e743102a08c3728c492a216-16x9-x0y164w3149h1771.jpg?imwidth=1200,2021-07-22T02:48:00Z,"Two more Australians have died after suffering a rare blood clotting disorder deemed a likely side effect of the AstraZeneca COVID vaccine.
The two fatalities were reported by the Therapeutic Goods … [+1192 chars]",2021-07-22 14:58:52.519894,-0.9975099265575409,7news.com.au,0
au,"{'id': None, 'name': 'SBS News'}",,"NSW has recorded 124 new local COVID-19 cases, with Gladys Berejiklian warning numbers are expected to rise - SBS News","While the premier says she expects case numbers to rise, the percentage of people in isolation for their full infectious period is declining, data shows.",https://www.sbs.com.au/news/nsw-has-recorded-124-new-local-covid-19-cases-with-gladys-berejiklian-warning-numbers-are-expected-to-rise,https://sl.sbs.com.au/public/image/file/9282a282-af78-4bc9-bec9-2dcb3d0576a2/crop/16x9,2021-07-22T01:10:24Z,"New South Wales has reported 124 new locally acquired cases of coronavirus, its highest daily tally of the year.
Of the new cases in the 24 hours to 8pm on Wednesday, with at least 70 people infecti… [+5262 chars]",2021-07-22 14:58:52.519894,-0.021170745372772193,www.sbs.com.au,0
au,"{'id': None, 'name': '7NEWS.com.au'}",NBC,Alabama doctor who treats COVID-19 patients tells of heart-wrenching deathbed confession about vaccine - 7NEWS.com.au,The physician has shared her first-hand account of treating critical patients who often share with her their one regret.,https://7news.com.au/lifestyle/health-wellbeing/alabama-doctor-who-treats-covid-19-patients-urges-vaccination-c-3472991,https://images.7news.com.au/publication/C-3472991/0a4cd5e5bf6ecdd152de3b3620388f3aedac7dab-16x9-x0y0w2000h1125.png?imwidth=1200,2021-07-21T22:53:16Z,"A doctor in Alabama has pleaded for COVID-19 sceptics to get vaccinated, unlike some of her patients who paid the ultimate price.
Dr Brytney Cobias impassioned and sobering Facebook post from Sunday… [+3332 chars]",2021-07-22 14:58:52.519894,0.4981,7news.com.au,0
au,"{'id': 'news-com-au', 'name': 'News.com.au'}",James Matthey,Leaked press release raises awkward questions for Brisbane Olympics bid - NEWS.com.au,Leaked press release raises awkward questions for Brisbane Olympics bid,https://www.news.com.au/sport/olympics/leaked-press-release-raises-awkward-questions-for-brisbane-olympics-bid/news-story/87b2255e7e133a46aa9e2eb8451e5780,https://cdn.newsapi.com.au/image/v1/f09779980b6794f39ca23ae77912f233?width=1280,2021-07-21T20:24:15Z,"At around 6.30pm AEST on Wednesday, Australia learned Brisbane will officially be hosting the 2032 Olympics.It was a fait accompli after the International Olympic Committee (IOC) anointed the Queensl… [+4065 chars]",2021-07-22 14:58:52.519894,-0.9979853630065918,www.news.com.au,0
au,"{'id': None, 'name': 'The Sydney Morning Herald'}",Stephen Culp,ASX set to jump as Wall Street bounces; Musk helps fuel bitcoin surge - Sydney Morning Herald,The Australian sharemarket is poised to open sharply higher as a raft of positive corporate earnings help boost Wall Street.,https://www.smh.com.au/business/markets/asx-set-to-jump-as-wall-street-bounces-higher-20210722-p58buf.html,https://static.ffx.io/images/$zoom_0.24554745370370368%2C$multiply_0.7554%2C$ratio_1.776846%2C$width_1059%2C$x_355%2C$y_261/t_crop_custom/q_86%2Cf_auto/t_smh_no_label_no_age_social_wm/998beae102284f7ee9199677b05467383fcc3253,2021-07-21T19:27:44Z,"Wall Street stocks posted their second straight daily gain on Wednesday (US time), with robust corporate earnings and renewed optimism about the US economic recovery fuelling a risk-on rally.
All th… [+1792 chars]",2021-07-22 14:58:52.519894,0.4998,www.smh.com.au,0
au,"{'id': 'techradar', 'name': 'TechRadar'}",Tom Bedford,OnePlus Nord 2 launch: how to watch the new mid-range OnePlus phone unveiling live - TechRadar,It's finally upon us,https://www.techradar.com/how-to/oneplus-nord-2-launch-how-to-watch-the-new-mid-range-oneplus-phone-unveiling-live,https://cdn.mos.cms.futurecdn.net/4CQUsFgJ2rwMoYR5bDLQKL-1200-80.jpg,2021-07-21T14:00:52Z,There are only a few hours left until the OnePlus Nord 2 is set to launch - time to get your popcorn and soda ready! This successor to 2020's OnePlus Nord is popping up almost a year on from its pare… [+1207 chars],2021-07-22 14:58:52.519894,0.9872,www.techradar.com,1
bg,"{'id': None, 'name': 'It.dir.bg'}",dir.bg,Срив на интернет блокира големи уебсайтове по целия свят - IT.dir.bg,"Сред тях са Delta Air Lines, British Airways, UPS, AT&T, Costco и др.",https://it.dir.bg/web/sriv-na-internet-blokira-golemi-uebsaytove-po-tseliya-svyat,https://static.dir.bg/uploads/images/2020/12/03/2125244/768x432.jpg?_=1607005560,2021-07-22T18:48:06Z,", Delta Air Lines, British Airways, UPS, AT&amp;T Costco.
"" , delta.com Fly Delta ... -"", Delta .
 , ""DNS error"" .",2021-07-22 14:58:52.519894,0.0,it.dir.bg,0
ca,"{'id': 'cbc-news', 'name': 'CBC News'}",,"Tories release full election platform, with big spending on health care - CBC.ca","Nova Scotia Progressive Conservative Leader Tim Houston says his party has a plan to improve health care in the province, but it comes with a hefty price tag.",https://www.cbc.ca/news/canada/nova-scotia/progressive-conservatives-tim-houston-election-platform-1.6113053,https://i.cbc.ca/1.6113096.1626976672!/cumulusImage/httpImage/image.jpg_gen/derivatives/16x9_620/pcplatformjuly22.jpg,2021-07-22T19:51:17Z,"Nova Scotia Progressive Conservative Leader Tim Houston says his party has a plan to improve health care in the province, but it comes with a hefty price tag.
Houston released his party's costed ele… [+4568 chars]",2021-07-22 14:58:52.519894,0.48465,www.cbc.ca,0
